9_train,9_val
0.6497768759727478,0.45828989148139954
0.6130470633506775,0.43158191442489624
0.6061459183692932,0.43009188771247864
0.5604466795921326,0.3899396061897278
0.5630624294281006,0.3778516352176666
0.5574877858161926,0.35921862721443176
0.5310149788856506,0.35131222009658813
0.5083451867103577,0.35930049419403076
0.49941495060920715,0.3229706883430481
0.4827311635017395,0.39773473143577576
0.474249005317688,0.33111539483070374
0.4761204719543457,0.3257366716861725
0.4548523724079132,0.30923643708229065
0.43408864736557007,0.3116086423397064
0.44721436500549316,0.3819674253463745
0.4559379816055298,0.31312915682792664
0.42690199613571167,0.31451037526130676
0.42808833718299866,0.3131251037120819
0.39459481835365295,0.3191341161727905
0.4226948618888855,0.3204304873943329
0.42817240953445435,0.3170764744281769
0.4120217263698578,0.3253364562988281
0.4099465012550354,0.3219756782054901
