2_train,2_val
0.6178011298179626,0.40137723088264465
0.5794521570205688,0.37500762939453125
0.5710024833679199,0.3858298063278198
0.5564906597137451,0.3462015688419342
0.5397805571556091,0.37638479471206665
0.5248630046844482,0.3381795883178711
0.5171449184417725,0.3988410234451294
0.49977976083755493,0.3478364050388336
0.483070969581604,0.32904288172721863
0.4699127674102783,0.34647494554519653
0.4605337679386139,0.337679922580719
0.44168928265571594,0.3403317630290985
0.4476623237133026,0.3513254225254059
0.44402769207954407,0.33030346035957336
0.4364258050918579,0.33982759714126587
0.4261654317378998,0.3389264941215515
0.42899569869041443,0.3369760811328888
0.4241853654384613,0.33064574003219604
0.43154242634773254,0.3345258831977844
