8_train,8_val
0.5971436500549316,0.7414121031761169
0.5743010640144348,0.6142767667770386
0.531706690788269,0.5810906887054443
0.5283352136611938,0.593342125415802
0.5128624439239502,0.5698065161705017
0.5034369230270386,0.6050367951393127
0.5019632577896118,0.5486266016960144
0.47851601243019104,0.5375036597251892
0.46070659160614014,0.5054559111595154
0.47982025146484375,0.4902149736881256
0.4529668688774109,0.4532678425312042
0.45113077759742737,0.5029662251472473
0.43968653678894043,0.47383883595466614
0.4483691453933716,0.45009028911590576
0.4025762975215912,0.45179206132888794
0.4138357639312744,0.4200877547264099
0.4041203558444977,0.43401625752449036
0.4053303599357605,0.42381352186203003
0.37771570682525635,0.42129281163215637
0.3858086168766022,0.4201440215110779
0.3780464231967926,0.4213847815990448
0.37027010321617126,0.42690134048461914
0.367892861366272,0.4267715811729431
0.3819170594215393,0.4216224253177643
0.37265512347221375,0.4175102114677429
0.36723244190216064,0.42502641677856445
0.3744327127933502,0.42530205845832825
0.3560795783996582,0.429535835981369
0.3614112436771393,0.43080073595046997
0.3496108651161194,0.42418089509010315
0.37949663400650024,0.42784470319747925
0.36554741859436035,0.4258989691734314
0.34890949726104736,0.4273223578929901
0.353429913520813,0.4287182092666626
0.3522754907608032,0.4238877296447754
