5_train,5_val
0.5833039283752441,0.6898256540298462
0.5597524046897888,0.7230363488197327
0.5211327075958252,0.6259390711784363
0.5002743005752563,0.6769248247146606
0.48904481530189514,0.5973673462867737
0.4738897383213043,0.49948298931121826
0.46976062655448914,0.5275173783302307
0.44725915789604187,0.5401523113250732
0.43335920572280884,0.49096009135246277
0.44319334626197815,0.5273842215538025
0.42354971170425415,0.5285460948944092
0.42398467659950256,0.5674626231193542
0.41405558586120605,0.5471200346946716
0.4145582914352417,0.5249539613723755
0.415558397769928,0.5171985626220703
0.4137928783893585,0.5253443121910095
0.39115145802497864,0.5166439414024353
0.4083815813064575,0.529373049736023
0.40736034512519836,0.5254525542259216
