3_train,3_val
0.6080552339553833,0.48971375823020935
0.5867589712142944,0.5183312296867371
0.579010009765625,0.44743165373802185
0.5515507459640503,0.4434150755405426
0.537591278553009,0.41239166259765625
0.5375303626060486,0.4141496419906616
0.5047246217727661,0.4030037224292755
0.5056048035621643,0.39930760860443115
0.46788454055786133,0.3733343482017517
0.48593851923942566,0.3630792200565338
0.4755731523036957,0.33360281586647034
0.444309800863266,0.3429098427295685
0.45691975951194763,0.3948899805545807
0.4282059371471405,0.34025338292121887
0.4168343245983124,0.3559587597846985
0.42110729217529297,0.3349725604057312
0.4156370460987091,0.3341218829154968
0.38334375619888306,0.33290770649909973
0.41885876655578613,0.3338255286216736
0.40258562564849854,0.3312666714191437
0.4004015624523163,0.33241552114486694
0.40997233986854553,0.33274149894714355
0.41330063343048096,0.32979047298431396
0.3925600051879883,0.3295315206050873
0.39221182465553284,0.33019784092903137
0.40177637338638306,0.32728010416030884
0.39682963490486145,0.32679012417793274
0.4054643213748932,0.3263883590698242
0.39152991771698,0.32592812180519104
0.3815169930458069,0.3276345729827881
0.3775976002216339,0.32544606924057007
0.3782990872859955,0.3230031430721283
0.3859889507293701,0.32367047667503357
0.38129207491874695,0.32084232568740845
0.3947887122631073,0.31900158524513245
0.3907771110534668,0.31913599371910095
0.37649521231651306,0.3200733959674835
0.3861110806465149,0.32101669907569885
0.3705308139324188,0.32155686616897583
0.3872765898704529,0.323578417301178
0.3629471957683563,0.3221818208694458
0.3896388113498688,0.32232311367988586
0.3770942986011505,0.3216980993747711
0.3706371486186981,0.31950512528419495
0.3851615786552429,0.32047951221466064
