10_train,10_val
0.6026812195777893,0.7423454523086548
0.5404425263404846,0.6771841645240784
0.49618232250213623,0.5509536266326904
0.49544957280158997,0.6010070443153381
0.5037797689437866,0.5350169539451599
0.49484723806381226,0.5357762575149536
0.4635527729988098,0.6187571883201599
0.46102702617645264,0.561957597732544
0.456348180770874,0.5230976939201355
0.44749709963798523,0.5256695747375488
0.4446291923522949,0.5288212895393372
0.428950697183609,0.5013425946235657
0.4128042757511139,0.49189385771751404
0.4339609444141388,0.5171313881874084
0.4175507724285126,0.48204144835472107
0.43544772267341614,0.5011973977088928
0.4175059199333191,0.49770045280456543
0.40112778544425964,0.48558536171913147
0.4006427526473999,0.47670239210128784
0.4060773551464081,0.48603078722953796
0.38424453139305115,0.48171308636665344
0.4167715907096863,0.48004961013793945
0.3877236545085907,0.48206380009651184
0.40543973445892334,0.4815571904182434
0.3766649663448334,0.48344308137893677
0.3794139623641968,0.4740658700466156
0.38616955280303955,0.4857251048088074
0.3851318359375,0.47575104236602783
0.3838556706905365,0.46241819858551025
0.402647465467453,0.4737304151058197
0.40548214316368103,0.4873577058315277
0.3887123167514801,0.48517316579818726
0.3942869007587433,0.47774064540863037
0.3975348472595215,0.46916452050209045
0.3929004669189453,0.4646192193031311
0.376402348279953,0.4608403444290161
0.39934951066970825,0.46966466307640076
0.38658103346824646,0.4601946771144867
0.3985750079154968,0.45186692476272583
0.3820847272872925,0.45856955647468567
0.3591151535511017,0.4656558334827423
0.37573692202568054,0.45584478974342346
0.38426223397254944,0.4583183526992798
0.38963621854782104,0.4641772210597992
0.37980082631111145,0.4685553014278412
0.3785048723220825,0.46318984031677246
0.3833058476448059,0.454956978559494
0.3780445456504822,0.4596802890300751
0.3746137022972107,0.4648628234863281
