4_train,4_val
0.6325080394744873,0.511851966381073
0.5740906000137329,0.4747734069824219
0.5455302596092224,0.45167413353919983
0.5578831434249878,0.5028520226478577
0.509586751461029,0.46229425072669983
0.4756713807582855,0.4217935800552368
0.4848880469799042,0.3741801977157593
0.4806818664073944,0.41081950068473816
0.4701191782951355,0.3851637542247772
0.4481904208660126,0.39271280169487
0.4798727035522461,0.38037267327308655
0.4548724591732025,0.38773009181022644
0.43906259536743164,0.3633818030357361
0.4446905553340912,0.372824102640152
0.45233821868896484,0.3710140585899353
0.454746276140213,0.37249118089675903
0.45846402645111084,0.365625262260437
0.4461910128593445,0.36641526222229004
0.4484119713306427,0.3644762337207794
0.445334792137146,0.368705153465271
0.4361247420310974,0.36454206705093384
0.4395312964916229,0.3610590100288391
0.43527019023895264,0.35113805532455444
0.4372763931751251,0.36344417929649353
0.44378429651260376,0.3610500991344452
0.44662877917289734,0.3576669692993164
0.42411771416664124,0.3611476421356201
0.43473121523857117,0.36010032892227173
0.45069217681884766,0.35546737909317017
0.4432586431503296,0.354263037443161
0.4152061939239502,0.35308441519737244
0.42367255687713623,0.3504905700683594
0.44581273198127747,0.361993670463562
0.41094741225242615,0.36295750737190247
0.41996151208877563,0.3501685559749603
0.4399360418319702,0.36768838763237
0.41024020314216614,0.3578435778617859
0.41142725944519043,0.3518838882446289
0.43993550539016724,0.3586357533931732
0.4320136308670044,0.35492822527885437
0.41436201333999634,0.34947726130485535
0.4226398468017578,0.3520922064781189
0.40960007905960083,0.36319151520729065
0.4315487742424011,0.35158056020736694
0.4272100329399109,0.37350064516067505
0.4103070795536041,0.35722556710243225
0.4216591417789459,0.36086151003837585
0.4275001883506775,0.3435198664665222
0.39246922731399536,0.3468078672885895
0.4019317626953125,0.3422865867614746
0.4117882549762726,0.34559449553489685
0.41401100158691406,0.35619446635246277
0.41893017292022705,0.36273178458213806
0.39492878317832947,0.3584847152233124
0.40054580569267273,0.3505117893218994
0.3901819586753845,0.3511141538619995
0.40366512537002563,0.3588522970676422
0.41179654002189636,0.3579648435115814
0.4160636365413666,0.36103808879852295
0.40043380856513977,0.37358543276786804
